OBJECTID,town,adult
118,田中鎮,0.666
119,大村鄉,0.7126
120,埔鹽鄉,0.659
121,埔心鄉,0.6775
122,永靖鄉,0.6714
123,社頭鄉,0.6733
124,二水鄉,0.6694
125,北斗鎮,0.6797
126,二林鎮,0.6694
127,田尾鄉,0.65
128,埤頭鄉,0.6662
129,芳苑鄉,0.6794
130,大城鄉,0.6809
131,竹塘鄉,0.6626
132,溪州鄉,0.6685
133,南投市,0.6801
134,埔里鎮,0.6839
135,草屯鎮,0.6866
136,竹山鎮,0.6752
137,集集鎮,0.6827
138,名間鄉,0.6594
139,鹿谷鄉,0.647
140,中寮鄉,0.6604
141,魚池鄉,0.6555
142,國姓鄉,0.6625
143,水里鄉,0.6707
144,信義鄉,0.639
145,仁愛鄉,0.6695
146,斗六市,0.6936
147,斗南鎮,0.6733
148,虎尾鎮,0.7063
149,西螺鎮,0.6618
150,土庫鎮,0.6717
151,北港鎮,0.6821
152,古坑鄉,0.6653
153,大埤鄉,0.6677
154,莿桐鄉,0.6857
155,林內鄉,0.6692
156,二崙鄉,0.6665
157,崙背鄉,0.6966
158,麥寮鄉,0.7385
159,東勢鄉,0.6753
160,褒忠鄉,0.6843
161,臺西鄉,0.6754
162,元長鄉,0.6699
163,四湖鄉,0.6664
164,口湖鄉,0.6677
165,水林鄉,0.651
166,太保市,0.6621
167,朴子市,0.6628
168,布袋鎮,0.6779
169,大林鎮,0.701
170,民雄鄉,0.7109
171,溪口鄉,0.6575
172,新港鄉,0.6628
173,六腳鄉,0.6461
174,東石鄉,0.6734
175,義竹鄉,0.6492
176,鹿草鄉,0.6987
177,水上鄉,0.7121
178,中埔鄉,0.6849
179,竹崎鄉,0.6728
180,梅山鄉,0.6624
181,番路鄉,0.6668
182,大埔鄉,0.7096
183,阿里山鄉,0.6972
184,新營市,0.6872
185,鹽水鎮,0.669
186,白河鎮,0.6651
187,柳營鄉,0.6815
188,後壁鄉,0.6613
189,東山鄉,0.6627
190,麻豆鎮,0.6767
191,下營鄉,0.6651
192,六甲鄉,0.681
193,官田鄉,0.715
194,大內鄉,0.7134
195,佳里鎮,0.6832
196,學甲鎮,0.6941
197,西港鄉,0.672
198,七股鄉,0.6417
199,將軍鄉,0.6615
200,北門鄉,0.6997
201,新化鎮,0.7153
202,善化鎮,0.677
203,新市鄉,0.7106
204,安定鄉,0.6778
205,山上鄉,0.6891
206,玉井鄉,0.665
207,楠西鄉,0.6746
208,南化鄉,0.6618
209,左鎮鄉,0.6425
210,仁德鄉,0.7379
211,歸仁鄉,0.7357
212,關廟鄉,0.6982
213,龍崎鄉,0.6561
214,永康市,0.7217
215,鳳山市,0.7361
216,林園鄉,0.7096
217,大寮鄉,0.7162
218,大樹鄉,0.713
219,大社鄉,0.7211
220,仁武鄉,0.7298
221,鳥松鄉,0.7387
222,岡山鎮,0.7168
223,橋頭鄉,0.7091
224,燕巢鄉,0.7285
225,田寮鄉,0.6573
226,阿蓮鄉,0.714
227,路竹鄉,0.7165
228,湖內鄉,0.7231
229,茄萣鄉,0.7137
230,永安鄉,0.7183
231,彌陀鄉,0.6949
232,梓官鄉,0.7221
233,旗山鎮,0.7024
234,美濃鎮,0.6575
235,六龜鄉,0.675
236,甲仙鄉,0.6747
237,杉林鄉,0.6693
238,內門鄉,0.7179
239,茂林鄉,0.6557
240,桃源鄉,0.6705
241,三民鄉,0.6434
242,屏東市,0.7084
243,潮州鎮,0.6923
244,東港鎮,0.6988
245,恆春鎮,0.6688
246,萬丹鄉,0.6856
247,長治鄉,0.686
248,麟洛鄉,0.7125
249,九如鄉,0.6825
250,里港鄉,0.6768
251,鹽埔鄉,0.6909
252,高樹鄉,0.676
253,萬巒鄉,0.7045
254,內埔鄉,0.6893
255,竹田鄉,0.7287
256,新埤鄉,0.6764
257,枋寮鄉,0.6952
258,新園鄉,0.6903
259,崁頂鄉,0.6798
260,林邊鄉,0.6911
261,南州鄉,0.7023
262,佳冬鄉,0.676
263,琉球鄉,0.7341
264,車城鄉,0.6753
265,滿州鄉,0.6877
266,枋山鄉,0.6963
267,三地門鄉,0.6902
268,霧臺鄉,0.7298
269,瑪家鄉,0.699
270,泰武鄉,0.6632
271,來義鄉,0.6733
272,春日鄉,0.6881
273,獅子鄉,0.6723
274,牡丹鄉,0.6859
275,臺東市,0.6901
276,成功鎮,0.6542
277,關山鎮,0.6391
278,卑南鄉,0.6771
279,鹿野鄉,0.6594
280,池上鄉,0.6215
281,東河鄉,0.702
282,長濱鄉,0.6092
283,太麻里鄉,0.6621
284,大武鄉,0.6275
285,綠島鄉,0.7352
286,海端鄉,0.5994
287,延平鄉,0.6512
288,金峰鄉,0.6089
289,達仁鄉,0.622
290,蘭嶼鄉,0.6114
291,花蓮市,0.7038
292,鳳林鎮,0.6195
293,玉里鎮,0.6563
294,新城鄉,0.7603
295,吉安鄉,0.7129
296,壽豐鄉,0.7225
297,光復鄉,0.6435
298,豐濱鄉,0.6429
299,瑞穗鄉,0.6477
300,富里鄉,0.6383
301,秀林鄉,0.6566
302,萬榮鄉,0.6313
303,卓溪鄉,0.6356
304,馬公市,0.7027
305,湖西鄉,0.7389
306,白沙鄉,0.6194
307,西嶼鄉,0.6407
308,望安鄉,0.6624
309,七美鄉,0.5616
310,中正區,0.7348
311,七堵區,0.7071
312,暖暖區,0.6792
313,仁愛區,0.6964
314,中山區,0.7041
315,安樂區,0.7056
316,信義區,0.7079
317,東區,0.7241
318,北區,0.7027
319,香山區,0.7164
320,中區,0.6948
321,東區,0.7027
322,南區,0.7214
323,西區,0.712
324,北區,0.7131
325,西屯區,0.7215
326,南屯區,0.715
327,北屯區,0.6938
328,東區,0.6984
329,西區,0.6941
330,東區,0.7168
331,南區,0.7306
332,西區,0.7213
333,北區,0.7206
334,中區,0.6798
335,安南區,0.7114
336,安平區,0.7103
337,松山區,0.7153
338,信義區,0.7145
339,大安區,0.7213
340,中山區,0.738
341,中正區,0.7005
342,大同區,0.717
343,萬華區,0.71
344,文山區,0.7187
345,南港區,0.7207
346,內湖區,0.7134
347,士林區,0.7267
348,北投區,0.7225
349,鹽埕區,0.7066
350,鼓山區,0.7403
351,左營區,0.7202
352,楠梓區,0.7202
353,三民區,0.736
354,新興區,0.7254
355,前金區,0.7195
356,苓雅區,0.7394
357,前鎮區,0.7342
358,旗津區,0.7281
359,小港區,0.7279
