OBJECTID,town,old
1,板橋鎮,0.022869
2,三重市,0.020492
3,中和鄉,0.021436
4,永和鎮,0.020737
5,新莊鎮,0.026945
6,新店鎮,0.024453
7,樹林鎮,0.028567
8,鶯歌鎮,0.033098
9,三峽鎮,0.034368
10,淡水鎮,0.030329
11,汐止鎮,0.02183
12,瑞芳鎮,0.022793
13,土城鄉,0.028772
14,蘆洲鄉,0.033651
15,五股鄉,0.027785
16,泰山鄉,0.023907
17,林口鄉,0.027877
18,深坑鄉,0.035539
19,石碇鄉,0.034622
20,坪林鄉,0.0369
21,三芝鄉,0.039021
22,石門鄉,0.038979
23,八里鄉,0.033514
24,平溪鄉,0.025629
25,雙溪鄉,0.02712
26,貢寮鄉,0.032516
27,金山鄉,0.037419
28,萬里鄉,0.029903
29,烏來鄉,0.030083
30,宜蘭市,0.025858
31,羅東鎮,0.025834
32,頭城鎮,0.024037
33,蘇澳鎮,0.026565
34,礁溪鄉,0.028521
35,壯圍鄉,0.027733
36,員山鄉,0.027474
37,冬山鄉,0.03118
38,五結鄉,0.028325
39,三星鄉,0.028304
40,大同鄉,0.017066
41,南澳鄉,0.025964
42,桃園鎮,0.026639
43,中壢鎮,0.022268
44,大溪鎮,0.034763
45,楊梅鎮,0.03071
46,蘆竹鄉,0.02873
47,大園鄉,0.026034
48,龜山鄉,0.023244
49,八德鄉,0.022623
50,龍潭鄉,0.028871
51,平鎮鄉,0.02539
52,新屋鄉,0.03495
53,觀音鄉,0.031952
54,復興鄉,0.02298
55,竹北鄉,0.03053
56,竹東鎮,0.030892
57,新埔鎮,0.042032
58,關西鎮,0.0409
59,湖口鄉,0.025075
60,新豐鄉,0.034919
61,芎林鄉,0.03813
62,橫山鄉,0.037784
63,北埔鄉,0.039532
64,寶山鄉,0.039585
65,峨眉鄉,0.042602
66,尖石鄉,0.025674
67,五峰鄉,0.023578
68,苗栗鎮,0.029737
69,苑裡鎮,0.033446
70,通霄鎮,0.036344
71,竹南鎮,0.031836
72,頭份鎮,0.032563
73,後龍鎮,0.03473
74,卓蘭鎮,0.033055
75,大湖鄉,0.03772
76,公館鄉,0.04082
77,銅鑼鄉,0.039212
78,南庄鄉,0.032412
79,頭屋鄉,0.036859
80,三義鄉,0.035401
81,西湖鄉,0.042264
82,造橋鄉,0.036662
83,三灣鄉,0.039625
84,獅潭鄉,0.037449
85,泰安鄉,0.028272
86,豐原鎮,0.026439
87,東勢鎮,0.032505
88,大甲鎮,0.027007
89,清水鎮,0.026882
90,沙鹿鎮,0.029819
91,梧棲鎮,0.032868
92,后里鄉,0.02723
93,神岡鄉,0.026361
94,潭子鄉,0.024184
95,大雅鄉,0.016831
96,新社鄉,0.031561
97,石岡鄉,0.037278
98,外埔鄉,0.026696
99,大安鄉,0.027066
100,烏日鄉,0.021818
101,大肚鄉,0.027886
102,龍井鄉,0.032368
103,霧峰鄉,0.027564
104,太平鄉,0.022005
105,大里鄉,0.023839
106,和平鄉,0.01478
107,彰化市,0.025733
108,鹿港鎮,0.034084
109,和美鎮,0.029855
110,線西鄉,0.030351
111,伸港鄉,0.028643
112,福興鄉,0.029269
113,秀水鄉,0.029602
114,花壇鄉,0.028493
115,芬園鄉,0.029262
116,員林鎮,0.023939
117,溪湖鎮,0.027195
118,田中鎮,0.024981
119,大村鄉,0.026849
120,埔鹽鄉,0.030547
121,埔心鄉,0.029618
122,永靖鄉,0.030303
123,社頭鄉,0.027562
124,二水鄉,0.030537
125,北斗鎮,0.027373
126,二林鎮,0.02639
127,田尾鄉,0.030132
128,埤頭鄉,0.028562
129,芳苑鄉,0.028991
130,大城鄉,0.029412
131,竹塘鄉,0.028268
132,溪州鄉,0.025341
133,南投鎮,0.02438
134,埔里鎮,0.019864
135,草屯鎮,0.025293
136,竹山鎮,0.022038
137,集集鎮,0.023524
138,名間鄉,0.032156
139,鹿谷鄉,0.023993
140,中寮鄉,0.022882
141,魚池鄉,0.026238
142,國姓鄉,0.02582
143,水里鄉,0.021531
144,信義鄉,0.0235
145,仁愛鄉,0.021324
146,斗六鎮,0.027925
147,斗南鎮,0.025262
148,虎尾鎮,0.025263
149,西螺鎮,0.027431
150,土庫鎮,0.030016
151,北港鎮,0.029895
152,古坑鄉,0.02522
153,大埤鄉,0.028471
154,莿桐鄉,0.027137
155,林內鄉,0.024218
156,二崙鄉,0.025733
157,崙背鄉,0.025685
158,麥寮鄉,0.021549
159,東勢鄉,0.027645
160,褒忠鄉,0.027159
161,臺西鄉,0.029961
162,元長鄉,0.030386
163,四湖鄉,0.030916
164,口湖鄉,0.031688
165,水林鄉,0.040485
166,太保市,0.028401
167,朴子鎮,0.03573
168,布袋鎮,0.028026
169,大林鎮,0.021798
170,民雄鄉,0.025434
171,溪口鄉,0.030548
172,新港鄉,0.032303
173,六腳鄉,0.038834
174,東石鄉,0.03567
175,義竹鄉,0.034999
176,鹿草鄉,0.030573
177,水上鄉,0.021906
178,中埔鄉,0.020226
179,竹崎鄉,0.022123
180,梅山鄉,0.023775
181,番路鄉,0.019903
182,大埔鄉,0.019068
183,吳鳳鄉,0.022172
184,新營鎮,0.024681
185,鹽水鎮,0.034376
186,白河鎮,0.028293
187,柳營鄉,0.028257
188,後壁鄉,0.029964
189,東山鄉,0.025747
190,麻豆鎮,0.038104
191,下營鄉,0.035251
192,六甲鄉,0.026996
193,官田鄉,0.020885
194,大內鄉,0.03273
195,佳里鎮,0.041227
196,學甲鄉,0.031579
197,西港鄉,0.043073
198,七股鄉,0.039119
199,將軍鄉,0.043892
200,北門鄉,0.029736
201,新化鎮,0.026258
202,善化鎮,0.030429
203,新市鄉,0.032615
204,安定鄉,0.043324
205,山上鄉,0.037066
206,玉井鄉,0.025867
207,楠西鄉,0.020718
208,南化鄉,0.031258
209,左鎮鄉,0.031905
210,仁德鄉,0.024225
211,歸仁鄉,0.035689
212,關廟鄉,0.029498
213,龍崎鄉,0.029962
214,永康鄉,0.028234
215,鳳山鎮,0.014325
216,林園鄉,0.026703
217,大寮鄉,0.018222
218,大樹鄉,0.021275
219,大社鄉,0.029598
220,仁武鄉,0.015429
221,鳥松鄉,0.023143
222,岡山鎮,0.02018
223,橋頭鄉,0.029811
224,燕巢鄉,0.029177
225,田寮鄉,0.03212
226,阿蓮鄉,0.029579
227,路竹鄉,0.030927
228,湖內鄉,0.039838
229,茄萣鄉,0.036754
230,永安鄉,0.030812
231,彌陀鄉,0.035689
232,梓官鄉,0.032276
233,旗山鎮,0.024842
234,美濃鎮,0.02796
235,六龜鄉,0.025347
236,甲仙鄉,0.024111
237,杉林鄉,0.022177
238,內門鄉,0.028252
239,茂林鄉,0.040881
240,桃源鄉,0.015101
241,三民鄉,0.014964
242,屏東市,0.02037
243,潮州鎮,0.020519
244,東港鎮,0.024685
245,恆春鎮,0.025214
246,萬丹鄉,0.026759
247,長治鄉,0.024203
248,麟洛鄉,0.0251
249,九如鄉,0.022884
250,里港鄉,0.024221
251,鹽埔鄉,0.024374
252,高樹鄉,0.025453
253,萬巒鄉,0.031522
254,內埔鄉,0.026349
255,竹田鄉,0.027173
256,新埤鄉,0.0267
257,枋寮鄉,0.022861
258,新園鄉,0.030168
259,崁頂鄉,0.02113
260,林邊鄉,0.027641
261,南州鄉,0.027515
262,佳冬鄉,0.030298
263,琉球鄉,0.032802
264,車城鄉,0.028962
265,滿州鄉,0.026593
266,枋山鄉,0.019872
267,三地鄉,0.025662
268,霧臺鄉,0.037227
269,瑪家鄉,0.022567
270,泰武鄉,0.025679
271,來義鄉,0.032205
272,春日鄉,0.017055
273,獅子鄉,0.016393
274,牡丹鄉,0.021478
275,臺東鎮,0.016564
276,成功鎮,0.025064
277,關山鎮,0.02264
278,卑南鄉,0.025892
279,鹿野鄉,0.019503
280,池上鄉,0.023774
281,東河鄉,0.023579
282,長濱鄉,0.031393
283,太麻里鄉,0.019447
284,大武鄉,0.021749
285,綠島鄉,0.032106
286,海端鄉,0.014438
287,延平鄉,0.022076
288,金峰鄉,0.012917
289,達仁鄉,0.019967
290,蘭嶼鄉,0.018403
291,花蓮市,0.027989
292,鳳林鎮,0.031583
293,玉里鎮,0.028606
294,新城鄉,0.022662
295,吉安鄉,0.026068
296,壽豐鄉,0.027701
297,光復鄉,0.033827
298,豐濱鄉,0.026394
299,瑞穗鄉,0.031725
300,富里鄉,0.029387
301,秀林鄉,0.020531
302,萬榮鄉,0.020837
303,卓溪鄉,0.02216
304,馬公鎮,0.02792
305,湖西鄉,0.042711
306,白沙鄉,0.056893
307,西嶼鄉,0.049437
308,望安鄉,0.051862
309,七美鄉,0.052473
310,中正區,0.01786
311,七堵區,0.02463
312,暖暖區,0.023083
313,仁愛區,0.024481
314,中山區,0.018533
315,安樂區,0.021182
316,信義區,0.020613
317,新竹市,0.024703
318,香山鄉,0.031069
319,中區,0.021455
320,東區,0.019286
321,南區,0.022038
322,西區,0.020074
323,北區,0.020107
324,西屯區,0.018703
325,南屯區,0.022749
326,北屯區,0.022684
327,嘉義市,0.021565
328,東區,0.023783
329,南區,0.026397
330,西區,0.025158
331,北區,0.018235
332,中區,0.026753
333,安南區,0.036153
334,安平區,0.027409
335,鹽埕區,0.016178
336,鼓山區,0.015676
337,左營區,0.012635
338,楠梓區,0.020036
339,三民區,0.01467
340,新興區,0.015194
341,前金區,0.01627
342,苓雅區,0.013953
343,前鎮區,0.014113
344,旗津區,0.022829
345,小港鄉,0.024239
346,大安區,0.019402
347,大同區,0.023163
348,松山區,0.017107
349,南港鎮,0.02264
350,內湖鄉,0.025111
351,中山區,0.019595
352,北投鎮,0.026056
353,士林鎮,0.025199
354,城中區,0.016324
355,延平區,0.025245
356,建成區,0.024652
357,古亭區,0.017686
358,龍山區,0.023718
359,雙園區,0.020285
360,景美鎮,0.021749
361,木柵鄉,0.042883
